Company Code,Month year,Product Group 2 Code,Product Group 3 Code,Product Group 4 Code,Plant Code,Channel Description,FM 01_Invoices Revenue,FM 07_Gross Profit,Product Group 2 Name,Product Group 3 Name,Product Group 4 Name,GL Account Code
1000,Feb 2024,PG,PGG,PGGKC,1516,Online,279162050,78165374,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0051121000
1000,Feb 2024,PG,PGG,PGGKC,1516,Retail,117996974,33039153,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0051111100
1000,Feb 2024,PG,PGG,PGGKC,1516,Retail,867400926,242872259,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0051121000
1000,Feb 2024,PG,PGG,PGGKC,1516,Retail,,-8039360,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0052131100
1000,Feb 2024,PG,PGG,PGGKC,1517,Online,20110000,5630800,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0051111100
1000,Feb 2024,PG,PGG,PGGKC,1517,Online,103915322,29096290,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0051121000
1000,Feb 2024,PG,PGG,PGGKC,1517,Retail,692753193,193970894,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0051121000
1000,Feb 2024,PG,PGG,PGGKC,1532,Online,0,0,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0051111100
1000,Feb 2024,PG,PGG,PGGKC,1532,Online,140551779,39354498,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0051121000
1000,Feb 2024,PG,PGG,PGGKC,1532,Retail,99728000,27923840,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0051111100
1000,Feb 2024,PG,PGG,PGGKC,1532,Retail,374510370,104862904,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0051121000
1000,Feb 2024,PG,PGG,PGGKC,1534,Online,22800000,6384000,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0051111100
1000,Feb 2024,PG,PGG,PGGKC,1534,Online,126546500,35433020,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0051121000
1000,Feb 2024,PG,PGG,PGGKC,1534,Retail,152085000,42583800,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0051111100
1000,Feb 2024,PG,PGG,PGGKC,1534,Retail,1185523505,331946581,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0051121000
1000,Feb 2024,PG,PGG,PGGKC,1539,Online,13298910,3723695,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0051111100
1000,Feb 2024,PG,PGG,PGGKC,1539,Online,131787460,36900489,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0051121000
1000,Feb 2024,PG,PGG,PGGKC,1539,Retail,238163471,66685772,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0051121000
1000,Feb 2024,PG,PGG,PGGKC,1541,Online,6210000,1738800,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0051111100
1000,Feb 2024,PG,PGG,PGGKC,1541,Online,105014998,29404199,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0051121000
1000,Feb 2024,PG,PGG,PGGKC,1541,Retail,73400000,20552000,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0051111100
1000,Feb 2024,PG,PGG,PGGKC,1541,Retail,903385262,252947873,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0051121000
1000,Feb 2024,PG,PGG,PGGKC,1548,Online,142783305,39979325,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0051121000
1000,Feb 2024,PG,PGG,PGGKC,1548,Retail,34017000,9524760,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0051111100
1000,Feb 2024,PG,PGG,PGGKC,1548,Retail,746788440,209100763,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0051121000
1000,Feb 2024,PG,PGG,PGGKC,1548,Retail,,-4039560,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0052131000
1000,Feb 2024,PG,PGG,PGGKC,1555,Online,17400000,4872000,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0051111100
1000,Feb 2024,PG,PGG,PGGKC,1555,Online,94457013,26447964,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0051121000
1000,Feb 2024,PG,PGG,PGGKC,1555,Retail,22110000,6190800,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0051111100
1000,Feb 2024,PG,PGG,PGGKC,1555,Retail,661833205,185313297,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0051121000
1000,Feb 2024,PG,PGG,PGGKC,1555,Retail,,-7112566,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0052131000
1000,Feb 2024,PG,PGG,PGGKC,1558,Online,45610000,12770800,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0051111100
1000,Feb 2024,PG,PGG,PGGKC,1558,Online,141133200,39517296,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0051121000
1000,Feb 2024,PG,PGG,PGGKC,1558,Retail,89000000,24920000,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0051111100
1000,Feb 2024,PG,PGG,PGGKC,1558,Retail,812170053,227407615,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0051121000
1000,Feb 2024,PG,PGG,PGGKC,1565,Online,21400000,5992000,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0051111100
1000,Feb 2024,PG,PGG,PGGKC,1565,Online,164643928,46100300,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0051121000
1000,Feb 2024,PG,PGG,PGGKC,1565,Retail,205846000,57636880,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0051111100
1000,Feb 2024,PG,PGG,PGGKC,1565,Retail,456891974,127929753,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0051121000
1000,Feb 2024,PG,PGG,PGGKC,1565,Retail,,-8890486,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0052131000
1000,Feb 2024,PG,PGG,PGGKC,1565,Retail,,-36904000,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0052131100
1000,Feb 2024,PG,PGG,PGGKC,1575,Online,200294298,56082403,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0051121000
1000,Feb 2024,PG,PGG,PGGKC,1575,Retail,24910000,6974800,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0051111100
1000,Feb 2024,PG,PGG,PGGKC,1575,Retail,734714284,205720000,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0051121000
1000,Feb 2024,PG,PGG,PGGKC,1579,Online,19703572,5517000,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0051111100
1000,Feb 2024,PG,PGG,PGGKC,1579,Online,207474037,58092730,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0051121000
1000,Feb 2024,PG,PGG,PGGKC,1579,Retail,495749078,138809742,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0051121000
1000,Feb 2024,PG,PGG,PGGKC,1579,Retail,,-10673040,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0052131000
1000,Feb 2024,PG,PGG,PGGKC,1596,Online,34610000,9690800,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0051111100
1000,Feb 2024,PG,PGG,PGGKC,1596,Online,265012763,74203574,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0051121000
1000,Feb 2024,PG,PGG,PGGKC,1596,Retail,202235680,56625990,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0051121000
1000,Feb 2024,PG,PGG,PGGKC,1596,Retail,,-3824240,VÀNG,VÀNG,TRANG SỨC KIM CƯƠNG,0052131000
1000,Feb 2024,PG,PGG,PGGP0,1115,Retail,15145000,6058000,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0051121000
1000,Feb 2024,PG,PGG,PGGP0,1256,Online,27052057,10820823,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0051121000
1000,Feb 2024,PG,PGG,PGGP0,1256,Retail,93609340,37443736,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0051121000
1000,Feb 2024,PG,PGG,PGGP0,1256,Retail,,-6637968,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0052131000
1000,Feb 2024,PG,PGG,PGGP0,1277,Retail,24897000,9958800,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0051111100
1000,Feb 2024,PG,PGG,PGGP0,1277,Retail,35847000,14338800,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0051121000
1000,Feb 2024,PG,PGG,PGGP0,1294,Online,14617035,5846814,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0051121000
1000,Feb 2024,PG,PGG,PGGP0,1294,Retail,5642000,2256800,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0051121000
1000,Feb 2024,PG,PGG,PGGP0,1314,Online,25311433,10124573,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0051121000
1000,Feb 2024,PG,PGG,PGGP0,1314,Retail,31444480,12577792,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0051121000
1000,Feb 2024,PG,PGG,PGGP0,1316,Online,20570743,8228297,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0051121000
1000,Feb 2024,PG,PGG,PGGP0,1316,Retail,27451015,10980406,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0051121000
1000,Feb 2024,PG,PGG,PGGP0,1317,Retail,31861000,12744400,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0051121000
1000,Feb 2024,PG,PGG,PGGP0,1318,Online,13914812,5565925,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0051121000
1000,Feb 2024,PG,PGG,PGGP0,1329,Retail,4761000,1904400,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0051111100
1000,Feb 2024,PG,PGG,PGGP0,1330,Online,18820670,7528268,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0051121000
1000,Feb 2024,PG,PGG,PGGP0,1330,Retail,73831021,29532408,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0051121000
1000,Feb 2024,PG,PGG,PGGP0,1370,Online,23408340,9363336,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0051121000
1000,Feb 2024,PG,PGG,PGGP0,1370,Retail,6911050,2764420,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0051121000
1000,Feb 2024,PG,PGG,PGGP0,1373,Online,24921000,9968400,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0051111100
1000,Feb 2024,PG,PGG,PGGP0,1373,Online,57207100,22882840,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0051121000
1000,Feb 2024,PG,PGG,PGGP0,1373,Retail,7710000,3084000,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0051111100
1000,Feb 2024,PG,PGG,PGGP0,1373,Retail,46249100,18499640,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0051121000
1000,Feb 2024,PG,PGG,PGGP0,1376,Online,2870100,1148040,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0051121000
1000,Feb 2024,PG,PGG,PGGP0,1376,Retail,9147000,3658800,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0051121000
1000,Feb 2024,PG,PGG,PGGP0,1401,Online,43914000,17565600,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0051121000
1000,Feb 2024,PG,PGG,PGGP0,1405,Retail,4241000,1696400,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0051121000
1000,Feb 2024,PG,PGG,PGGP0,1445,Online,10307000,4122800,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0051121000
1000,Feb 2024,PG,PGG,PGGP0,1445,Retail,8926140,3570456,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0051121000
1000,Feb 2024,PG,PGG,PGGP0,1447,Online,22265000,8906000,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0051121000
1000,Feb 2024,PG,PGG,PGGP0,1447,Retail,44562940,17825176,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0051121000
1000,Feb 2024,PG,PGG,PGGP0,1473,Online,4567000,1826800,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0051121000
1000,Feb 2024,PG,PGG,PGGP0,1489,Online,9348624,3739450,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0051121000
1000,Feb 2024,PG,PGG,PGGP0,1489,Retail,23912070,9564828,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0051121000
1000,Feb 2024,PG,PGG,PGGP0,1504,Online,6053718,2421487,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0051121000
1000,Feb 2024,PG,PGG,PGGP0,1504,Retail,45545570,18218228,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0051121000
1000,Feb 2024,PG,PGG,PGGP0,1532,Retail,43896000,17558400,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0051121000
1000,Feb 2024,PG,PGG,PGGP0,1534,Online,3997800,1599120,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0051121000
1000,Feb 2024,PG,PGG,PGGP0,1534,Retail,4809000,1923600,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0051121000
1000,Feb 2024,PG,PGG,PGGP0,1539,Retail,20553000,8221200,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0051121000
1000,Feb 2024,PG,PGG,PGGP0,1541,Online,6876000,2750400,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0051121000
1000,Feb 2024,PG,PGG,PGGP0,1541,Retail,20484837,8193935,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0051121000
1000,Feb 2024,PG,PGG,PGGP0,1548,Retail,13467600,5387040,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0051121000
1000,Feb 2024,PG,PGG,PGGP0,1558,Online,4913100,1965240,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0051121000
1000,Feb 2024,PG,PGG,PGGP0,1579,Retail,64086200,25634480,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0051121000
1000,Feb 2024,PG,PGG,PGGP0,1579,Retail,,-24700080,VÀNG,VÀNG,TRANG SỨC NGỌC TRAI,0052131000
1000,Feb 2024,PG,PGG,PGGS0,1115,Online,55441161,6652939,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1115,Retail,74463894,8935667,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051111100
1000,Feb 2024,PG,PGG,PGGS0,1115,Retail,240967111,28916053,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1255,Retail,67454647,8094558,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1256,Online,3861000,463320,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051111100
1000,Feb 2024,PG,PGG,PGGS0,1256,Online,98680513,11841662,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1256,Retail,19987100,2398452,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051111100
1000,Feb 2024,PG,PGG,PGGS0,1256,Retail,352955994,42354719,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1256,Retail,,-699840,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0052131000
1000,Feb 2024,PG,PGG,PGGS0,1277,Online,52376301,6285156,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1277,Retail,99432000,11931840,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051111100
1000,Feb 2024,PG,PGG,PGGS0,1277,Retail,281037885,33724546,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1278,Online,31378500,3765420,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1278,Retail,21610135,2593216,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1280,Online,31513325,3781599,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1280,Retail,11696600,1403592,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1294,Online,3900000,468000,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051111100
1000,Feb 2024,PG,PGG,PGGS0,1294,Online,60270479,7232457,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1294,Retail,60141500,7216980,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051111100
1000,Feb 2024,PG,PGG,PGGS0,1294,Retail,112868351,13544202,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1295,Online,30024300,3602916,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1295,Retail,27800716,3336086,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1307,Online,9264600,1111752,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1307,Retail,20250000,2430000,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1314,Online,13812100,1657452,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051111100
1000,Feb 2024,PG,PGG,PGGS0,1314,Online,31307681,3756922,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1314,Retail,26801200,3216144,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051111100
1000,Feb 2024,PG,PGG,PGGS0,1314,Retail,160579688,19269563,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1316,Online,33623402,4034808,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1316,Retail,102617217,12314066,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051111100
1000,Feb 2024,PG,PGG,PGGS0,1316,Retail,332921479,39950577,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1316,Retail,,-567720,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0052131000
1000,Feb 2024,PG,PGG,PGGS0,1317,Online,2739600,328752,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1317,Retail,5200000,624000,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051111100
1000,Feb 2024,PG,PGG,PGGS0,1317,Retail,101773557,12212827,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1317,Retail,,-284524,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0052131000
1000,Feb 2024,PG,PGG,PGGS0,1317,Retail,,-624000,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0052131100
1000,Feb 2024,PG,PGG,PGGS0,1318,Online,12984300,1558116,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1318,Retail,13254500,1590540,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051111100
1000,Feb 2024,PG,PGG,PGGS0,1318,Retail,26208000,3144960,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1329,Online,62331900,7479828,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1329,Retail,24018943,2882273,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1330,Online,3861000,463320,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051111100
1000,Feb 2024,PG,PGG,PGGS0,1330,Online,53234108,6388093,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1330,Retail,184725353,22167042,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1370,Online,45025469,5403056,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1370,Retail,13770000,1652400,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051111100
1000,Feb 2024,PG,PGG,PGGS0,1370,Retail,319326348,38319162,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1370,Retail,,-1792800,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0052131000
1000,Feb 2024,PG,PGG,PGGS0,1373,Online,73618983,8834278,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1373,Retail,13370600,1604472,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051111100
1000,Feb 2024,PG,PGG,PGGS0,1373,Retail,307604297,36912516,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1376,Online,94945734,11393488,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1376,Retail,18098000,2171760,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051111100
1000,Feb 2024,PG,PGG,PGGS0,1376,Retail,171866188,20623943,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1376,Retail,,-1331520,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0052131000
1000,Feb 2024,PG,PGG,PGGS0,1401,Online,3946800,473616,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051111100
1000,Feb 2024,PG,PGG,PGGS0,1401,Online,129737939,15568553,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1401,Retail,120328915,14439470,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1402,Online,15290000,1834800,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051111100
1000,Feb 2024,PG,PGG,PGGS0,1402,Retail,20844000,2501280,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051111100
1000,Feb 2024,PG,PGG,PGGS0,1402,Retail,56304320,6756518,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1404,Online,74809099,8977092,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1404,Online,,-418920,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0052131000
1000,Feb 2024,PG,PGG,PGGS0,1404,Retail,37915940,4549913,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051111100
1000,Feb 2024,PG,PGG,PGGS0,1404,Retail,199070767,23888492,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1404,Retail,,-1694126,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0052131000
1000,Feb 2024,PG,PGG,PGGS0,1405,Online,7822600,938712,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1405,Retail,29443110,3533173,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1409,Online,14275800,1713096,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1409,Retail,27733600,3328032,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1445,Online,80222431,9626692,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1445,Retail,33281000,3993720,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051111100
1000,Feb 2024,PG,PGG,PGGS0,1445,Retail,122977377,14757285,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1447,Online,79362761,9523531,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1447,Retail,74446000,8933520,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051111100
1000,Feb 2024,PG,PGG,PGGS0,1447,Retail,266472151,31976658,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1447,Retail,,-354456,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0052131000
1000,Feb 2024,PG,PGG,PGGS0,1467,Online,23655600,2838672,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1467,Retail,14809000,1777080,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1470,Online,2900700,348084,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1470,Retail,30928800,3711456,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1473,Online,18554400,2226528,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
1000,Feb 2024,PG,PGG,PGGS0,1473,Retail,35108582,4213030,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051111100
1000,Feb 2024,PG,PGG,PGGS0,1473,Retail,70126385,8415166,VÀNG,VÀNG,TRANG SỨC KHÔNG GẮN ĐÁ,0051121000
