Company Code,Month year,Plant Code,GL Account Code,FM 08_Finance Income,FM 09_Finance Expenses,FM 14_Other Income,FM 15_Other Expenses
1000,Nov 2021,400000,0071100200,,,98424,
1000,Dec 2021,1013,0071100200,,,444439,
1000,Dec 2021,1013,0081100200,,,,-41671573
1000,Dec 2021,1115,0063580000,,-8219443,,
1000,Dec 2021,1115,0071100200,,,232083,
1000,Dec 2021,1115,0081100200,,,,-70000
1000,Dec 2021,1255,0071100200,,,2567030,
1000,Dec 2021,1256,0063580000,,-1319109,,
1000,Dec 2021,1256,0071100100,,,2418183,
1000,Dec 2021,1256,0071100200,,,2781742,
1000,Dec 2021,1256,0081100100,,,,-186133
1000,Dec 2021,1256,0081100200,,,,-35680
1000,Dec 2021,1277,0063580000,,-5630196,,
1000,Dec 2021,1277,0071100200,,,210586,
1000,Dec 2021,1277,0081100200,,,,26396985
1000,Dec 2021,1279,0071100200,,,2867,
1000,Dec 2021,1279,0081100200,,,,-20
1000,Dec 2021,1280,0071100200,,,63558,
1000,Dec 2021,1294,0063580000,,-8017763,,
1000,Dec 2021,1294,0071100200,,,26240,
1000,Dec 2021,1294,0081100200,,,,-222352
1000,Dec 2021,1295,0063580000,,-2570311,,
1000,Dec 2021,1295,0071100200,,,44889,
1000,Dec 2021,1295,0081100200,,,,-3420
1000,Dec 2021,1308,0063580000,,-350151,,
1000,Dec 2021,1308,0071100200,,,52540,
1000,Dec 2021,1308,0081100200,,,,-200
1000,Dec 2021,1314,0071100200,,,170478,
1000,Dec 2021,1314,0081100200,,,,-402065
1000,Dec 2021,1316,0071100200,,,3070705,
1000,Dec 2021,1316,0081100200,,,,-165010
1000,Dec 2021,1317,0063580000,,-595628,,
1000,Dec 2021,1317,0071100200,,,50000,
1000,Dec 2021,1318,0063580000,,-805822,,
1000,Dec 2021,1318,0071100200,,,7921,
1000,Dec 2021,1318,0081100200,,,,-400
1000,Dec 2021,1330,0071100200,,,216614,
1000,Dec 2021,1330,0081100200,,,,-588000
1000,Dec 2021,1370,0063580000,,-3919612,,
1000,Dec 2021,1370,0071100200,,,152892,
1000,Dec 2021,1370,0081100200,,,,-811673
1000,Dec 2021,1373,0063580000,,-9333545,,
1000,Dec 2021,1373,0071100200,,,283125,
1000,Dec 2021,1373,0081100200,,,,-1481165
1000,Dec 2021,1376,0071100200,,,630607,
1000,Dec 2021,1376,0081100200,,,,-769426
1000,Dec 2021,1401,0071100200,,,732674,
1000,Dec 2021,1401,0081100200,,,,-175000
1000,Dec 2021,1402,0063580000,,-794111,,
1000,Dec 2021,1402,0071100200,,,84920,
1000,Dec 2021,1402,0081100200,,,,-200
1000,Dec 2021,1404,0071100200,,,15882,
1000,Dec 2021,1404,0081100200,,,,-60000
1000,Dec 2021,1405,0071100200,,,5000,
1000,Dec 2021,1405,0081100200,,,,-72
1000,Dec 2021,1409,0071100200,,,100000,
1000,Dec 2021,1417,0071100200,,,200000,
1000,Dec 2021,1445,0063580000,,-2373667,,
1000,Dec 2021,1445,0071100200,,,34757,
1000,Dec 2021,1445,0081100200,,,,-113000
1000,Dec 2021,1447,0063580000,,-1007430,,
1000,Dec 2021,1447,0071100200,,,886569,
1000,Dec 2021,1447,0081100200,,,,-422050
1000,Dec 2021,1470,0063580000,,-1167776,,
1000,Dec 2021,1470,0071100200,,,1878,
1000,Dec 2021,1473,0071100200,,,168549,
1000,Dec 2021,1473,0081100200,,,,-400
1000,Dec 2021,1489,0063580000,,-1581599,,
1000,Dec 2021,1489,0071100200,,,374486,
1000,Dec 2021,1489,0081100200,,,,-898090
1000,Dec 2021,1493,0071100200,,,1360,
1000,Dec 2021,1493,0081100200,,,,-10
1000,Dec 2021,1504,0063580000,,-467598,,
1000,Dec 2021,1504,0071100200,,,101765,
1000,Dec 2021,1504,0081100200,,,,-127500
1000,Dec 2021,1516,0063580000,,-386982,,
1000,Dec 2021,1516,0071100200,,,97503,
1000,Dec 2021,1516,0081100200,,,,-5000
1000,Dec 2021,1517,0063580000,,-1514662,,
1000,Dec 2021,1517,0071100200,,,41349,
1000,Dec 2021,1517,0081100200,,,,-242
1000,Dec 2021,400000,0051510000,1974224,,,
1000,Dec 2021,400000,0071100200,,,48913,
1000,Dec 2021,400000,0081100200,,,,-1000
